092	S	01/30/2023	14:01:39	38	282	1.39	1.3	1	DXB	DWW	2	2		South
093	S	01/30/2023	14:04:50	39	283	2.92	0.4	1	DXB	DWW	2	2		South
095	S	01/30/2023	14:09:22	40	246	0.39	5.8	2	DXB	DWW	2	2	MOTHER-CALF PAIR	South
096	S	01/30/2023	14:09:42	38	270	1.39	1.3	1	DXB	DWW	2	2		South
098	S	01/30/2023	14:12:50	38	262	1.31	1.4	1	DXB	DWW	2	2		South
099	S	01/30/2023	14:18:22	38	249	1.13	1.7	1	DXB	DWW	2	2		South
100	S	01/30/2023	14:19:06	39	277	2.92	0.4	1	DXB	DWW	2	2		South
102	S	01/30/2023	14:22:37	41	258	1.04	1.9	2	DXB	DWW	2	2		South
103	S	01/30/2023	14:35:02	42	263	1.68	1	3	DXB	DWW	2	2		South
104	S	01/30/2023	14:40:33	42	254	1.68	1	3	DXB	DWW	2	2		South
105	S	01/30/2023	14:47:30	43	288	1.68	1	1	DXB	DWW	2	2		South
106	S	01/30/2023	14:53:14	44	275	1.95	0.8	2	DXB	DWW	2	2		South
107	S	01/30/2023	14:57:34	45	282	1.57	1.1	2	DXB	DWW	2	2		South
108	P	01/30/2023	15:00:00	ACH	DXB	N								
109	V	01/30/2023	15:00:00	2	2									
110	S	01/30/2023	15:10:23	45	255	0.99	2	3	ACH	DXB	2	2		South
111	S	01/30/2023	15:18:34	46	274	1.57	1.1	1	ACH	DXB	2	2		South
113	S	01/30/2023	15:27:28	46	260	1.25	1.5	1	ACH	DXB	2	2		South
114	S	01/30/2023	15:32:36	47	261	0.53	4.2	1	ACH	DXB	2	2		South
115	S	01/30/2023	15:33:37	46	244	1.31	1.4	2	ACH	DXB	2	2		South
116	S	01/30/2023	15:36:46	47	244	0.53	4.2	2	ACH	DXB	2	2	MOTHER-CALF PAIR.	South
117	S	01/30/2023	15:38:44	48	288	1.47	1.2	3	ACH	DXB	2	2		South
118	S	01/30/2023	15:47:01	48	272	1.47	1.2	3	ACH	DXB	2	2		South
119	S	01/30/2023	15:50:19	49	286	1.39	1.3	1	ACH	DXB	2	2		South
120	S	01/30/2023	15:57:51	50	276	1.08	1.8	2	ACH	DXB	2	2		South
121	S	01/30/2023	15:59:44	48	255	1.04	1.9	3	ACH	DXB	2	2		South
122	C	01/30/2023	16:01:14	Grampus at 266, ret 2, 15B, 20H, 10L										
127	S	01/30/2023	16:07:41	51	268	0.89	2.3	2	ACH	DXB	2	2		South
128	S	01/30/2023	16:10:30	51	256	0.83	2.5	3	ACH	DXB	2	2		South
129	S	01/30/2023	16:19:44	51	245	0.83	2.5	4	ACH	DXB	2	2		South
130	E	01/30/2023	16:30:00											
