001 B	02/06/2020	07:30:00
002 P	02/06/2020	07:30:00	MSL	PCF	N
003 V	02/06/2020	07:30:00	3	3
028 S	02/06/2020	09:09:55	12	266	0.83	2.5	1	BLT	MSL	2	3		South
029 S	02/06/2020	09:13:19	13	275	0.99	2	1	BLT	MSL	2	3		South
030 S	02/06/2020	09:17:24	13	265	0.89	2.3	2	BLT	MSL	2	3		South
031 S	02/06/2020	09:19:06	14	267	0.83	2.5	1	BLT	MSL	2	3		South
032 S	02/06/2020	09:27:35	13	235	0.96	2.1	2	BLT	MSL	2	3		South
033 S	02/06/2020	09:44:09	15	276	1.47	1.2	1	BLT	MSL	2	3		South
034 V	02/06/2020	09:51:27	2	2
035 S	02/06/2020	10:16:17	16	280	1.68	1	2	BLT	MSL	2	2		South
036 S	02/06/2020	10:19:48	17	275	0.99	2	1	BLT	MSL	2	2		South
037 S	02/06/2020	10:21:27	16	272	1.47	1.2	2	BLT	MSL	2	2		South
038 S	02/06/2020	10:29:07	17	243	0.83	2.5	1	BLT	MSL	2	2		South
039 P	02/06/2020	10:30:02	PCF	BLT	N
040 V	02/06/2020	10:30:02	2	2
041 S	02/06/2020	10:32:40	16	245	1.31	1.4	2	PCF	BLT	2	2		South
042 S	02/06/2020	10:54:02	18	260	0.99	2	1	PCF	BLT	2	2		South
043 S	02/06/2020	11:12:20	19	285	1.25	1.5	1	PCF	BLT	2	2		South
044 S	02/06/2020	11:13:53	20	288	1.47	1.2	1	PCF	BLT	2	2		South
045 S	02/06/2020	11:16:07	19	278	1.08	1.8	2	PCF	BLT	2	2		South
046 S	02/06/2020	11:20:45	19	266	0.89	2.3	2	PCF	BLT	2	2		South
047 S	02/06/2020	11:23:09	19	257	0.89	2.3	2	PCF	BLT	2	2		South
048 S	02/06/2020	11:32:27	20	241	0.92	2.2	2	PCF	BLT	2	2		South
049 P	02/06/2020	12:00:00	MSL	PCF	N
050 V	02/06/2020	12:00:00	2	2
051 S	02/06/2020	12:04:40	21	289	0.99	2	1	MSL	PCF	2	2		South
052 S	02/06/2020	12:08:20	21	279	0.83	2.5	2	MSL	PCF	2	2		South
053 S	02/06/2020	12:11:45	21	265	0.75	2.8	2	MSL	PCF	2	2		South
054 S	02/06/2020	12:16:32	21	245	0.73	2.9	2	MSL	PCF	2	2		South
055 S	02/06/2020	12:29:12	22	250	1.57	1.1	4	MSL	PCF	2	2		South
056 S	02/06/2020	12:35:57	23	275	1.08	1.8	1	MSL	PCF	2	2		South
057 S	02/06/2020	12:42:39	22	240	1.57	1.1	4	MSL	PCF	2	2		Milling
058 S	02/06/2020	12:53:15	22	210	1.57	1.1	4	MSL	PCF	2	2		South
059 S	02/06/2020	12:56:53	24	285	1.57	1.1	2	MSL	PCF	2	2		South
060 S	02/06/2020	12:58:57	25	286	1.68	1	1	MSL	PCF	2	2		South
061 S	02/06/2020	13:02:28	25	276	1.68	1	1	MSL	PCF	2	2		South
062 S	02/06/2020	13:04:29	25	273	1.57	1.1	1	MSL	PCF	2	2		South
063 S	02/06/2020	13:08:59	24	269	1.68	1	2	MSL	PCF	2	2		South
064 S	02/06/2020	13:10:03	25	260	1.25	1.5	3	MSL	PCF	2	2		South
065 S	02/06/2020	13:11:27	24	271	1.68	1	1	MSL	PCF	2	2		South
066 S	02/06/2020	13:13:44	24	266	1.25	1.5	1	MSL	PCF	2	2		South
067 S	02/06/2020	13:17:18	24	250	0.96	2.1	1	MSL	PCF	2	2		South
068 S	02/06/2020	13:20:16	25	250	1.25	1.5	3	MSL	PCF	2	2		South
069 V	02/06/2020	13:20:29	3	3
070 S	02/06/2020	13:22:55	26	283	1.47	1.2	3	MSL	PCF	3	3		South
071 S	02/06/2020	13:26:23	26	276	1.25	1.5	3	MSL	PCF	3	3		South
072 S	02/06/2020	13:29:21	26	270	1.25	1.5	4	MSL	PCF	3	3		South
073 P	02/06/2020	13:30:02	BLT	MSL	N
074 V	02/06/2020	13:30:02	3	3
075 S	02/06/2020	13:34:08	26	257	0.99	2	4	BLT	MSL	3	3		South
076 S	02/06/2020	13:38:29	27	275	1.31	1.4	1	BLT	MSL	3	3		South
077 S	02/06/2020	13:42:11	27	265	1.19	1.6	1	BLT	MSL	3	3		South
078 S	02/06/2020	13:43:18	26	240	0.99	2	4	BLT	MSL	3	3		Milling
079 S	02/06/2020	13:51:04	27	249	1.08	1.8	1	BLT	MSL	3	3		South
080 S	02/06/2020	13:58:40	26	240	0.99	2	4	BLT	MSL	3	3		South
081 V	02/06/2020	14:09:58	4	3
082 S	02/06/2020	14:10:59	28	269	0.86	2.4	1	BLT	MSL	4	3		South
083 S	02/06/2020	14:16:39	29	276	1.25	1.5	3	BLT	MSL	4	3		South
084 S	02/06/2020	14:25:23	29	259	1.08	1.8	3	BLT	MSL	4	3		South
085 S	02/06/2020	14:29:20	30	160	0	0	1	BLT	MSL	4	3	South
086 V	02/06/2020	14:29:50	4	4
087 S	02/06/2020	14:37:24	31	268	0.99	2	1	BLT	MSL	4	4		South
088 S	02/06/2020	14:40:23	31	250	0.96	2.1	1	BLT	MSL	4	4		South
089 S	02/06/2020	14:56:03	32	253	1.19	1.6	1	BLT	MSL	4	4		South
090 S	02/06/2020	14:56:52	33	240	0.71	3	1	BLT	MSL	4	4		South
091 S	02/06/2020	14:58:22	34	264	1.39	1.3	2	BLT	MSL	4	4		South
092 P	02/06/2020	15:00:25	PCF	BLT	N
093 V	02/06/2020	15:00:25	4	4
094 S	02/06/2020	15:02:38	34	250	1.08	1.8	2	PCF	BLT	4	4		South
095 S	02/06/2020	15:05:33	34	243	1.08	1.8	2	PCF	BLT	4	4		South
096 S	02/06/2020	15:16:23	35	252	1.08	1.8	1	PCF	BLT	4	4		South
097 S	02/06/2020	15:19:59	35	242	1.08	1.8	1	PCF	BLT	4	4		South
098 C	02/06/2020	15:22:28	marginal conditions with high B4 and good vis in a 20 degree band just ahead of the glare where blows are spotlighted
099 V	02/06/2020	15:23:52	5	5
100 C	02/06/2020	15:24:22	decided conditions were too poor
101 E	02/06/2020	15:24:44
